
Sample interval:	0.033333
Number of data channels:	1
Number of samples per data channel:	93000
Data trace 1	
	
-300.903320	
-300.903320	
-298.156738	
-298.156738	
-295.104980	
-289.611816	
-285.339355	
-285.949707	
-286.865234	
-281.066895	
-278.015137	
-274.047852	
-273.437500	
-266.723633	
-263.977051	
-263.061523	
-264.892578	
-266.723633	
-274.658203	
-264.282227	
-257.873535	
-256.347656	
-251.159668	
-246.887207	
-244.140625	
-241.394043	
-236.206055	
-232.238770	
-230.712891	
-227.661133	
-223.999023	
-220.031738	
-218.200684	
-216.369629	
-209.960938	
-201.721191	
-192.871094	
-183.410645	
-170.288086	
-156.250000	
-140.991211	
-128.784180	
-114.746094	
-101.318359	
-90.332031	
-73.242188	
-65.002441	
-51.269531	
-45.166016	
-48.828125	
-52.185059	
-43.640137	
-23.193359	
-5.798340	
6.713867	
12.817383	
16.174316	
16.479492	
15.563965	
14.953613	
13.122559	
9.765625	
4.577637	
-2.136230	
-7.934570	
-15.258789	
-23.498535	
-34.790039	
-46.691895	
-59.509277	
-71.411133	
-84.838867	
-99.487305	
-111.999512	
-124.511719	
-136.108398	
-145.568848	
-155.639648	
-163.574219	
-173.950195	
-183.715820	
-192.260742	
-200.195313	
-207.519531	
-213.928223	
-222.167969	
-228.271484	
-236.511230	
-245.056152	
-250.549316	
-253.601074	
-259.094238	
-261.230469	
-265.808105	
-271.301270	
-276.184082	
-277.709961	
-277.099609	
-277.099609	
-274.963379	
-270.080566	
-264.892578	
-258.789063	
-249.938965	
-240.478516	
-233.764648	
-227.661133	
-220.947266	
-208.435059	
-197.448730	
-187.072754	
-173.034668	
-152.893066	
-126.037598	
-92.773438	
-58.593750	
-24.414063	
7.629395	
38.452148	
64.697266	
92.468262	
118.103027	
145.874023	
177.612305	
211.791992	
244.140625	
272.521973	
298.461914	
321.350098	
346.069336	
371.093750	
396.423340	
419.616699	
442.199707	
463.867188	
483.093262	
503.540039	
523.986816	
545.043945	
567.016602	
589.599609	
608.825684	
625.915527	
643.005371	
659.484863	
674.438477	
688.781738	
702.209473	
718.078613	
733.642578	
746.459961	
759.887695	
773.925781	
788.879395	
803.527832	
817.871094	
828.857422	
839.843750	
853.271484	
867.004395	
877.990723	
886.840820	
896.606445	
906.066895	
916.137695	
925.903320	
934.143066	
941.162109	
950.012207	
959.777832	
967.102051	
972.290039	
977.783203	
983.886719	
989.990234	
997.009277	
1002.502441	
1006.469727	
1011.657715	
1016.845703	
1023.559570	
1029.052734	
1031.799316	
1035.156250	
1036.071777	
1037.597656	
1041.870117	
1046.447754	
1049.804688	
1052.246094	
1054.687500	
1060.485840	
1066.589355	
1071.166992	
1068.420410	
1069.946289	
1069.946289	
1071.777344	
1073.303223	
1076.354980	
1078.186035	
1080.932617	
1078.491211	
1079.711914	
1080.322266	
1080.017090	
1084.594727	
1085.815430	
1084.899902	
1082.458496	
1078.186035	
1023.254395	
877.990723	
665.283203	
425.109863	
197.143555	
4.272461	
-151.367188	
-273.437500	
-370.483398	
-451.660156	
-518.798828	
-572.814941	
-617.370605	
-656.127930	
-690.002441	
-720.520020	
-749.511719	
-769.042969	
-783.996582	
-797.729492	
-811.157227	
-816.345215	
-820.617676	
-821.533203	
-827.941895	
-830.688477	
-829.467773	
-822.448730	
-812.072754	
-798.645020	
-787.353516	
-769.348145	
-749.511719	
-723.266602	
-696.411133	
-664.978027	
-629.882813	
-593.261719	
-555.725098	
-514.526367	
-469.055176	
-423.583984	
-381.774902	
-340.881348	
-302.734375	
-263.061523	
-223.083496	
-184.326172	
-144.958496	
-105.590820	
-72.021484	
-39.367676	
-8.544922	
22.583008	
53.405762	
86.059570	
119.018555	
153.808594	
185.852051	
213.317871	
239.562988	
272.827148	
302.429199	
333.862305	
363.464355	
391.540527	
415.954590	
441.894531	
469.970703	
495.300293	
517.883301	
538.024902	
557.250977	
580.139160	
601.501465	
621.643066	
640.869141	
661.315918	
682.983398	
705.871582	
727.539063	
744.934082	
761.108398	
775.146484	
791.320801	
809.631348	
824.584961	
840.148926	
855.102539	
869.445801	
885.314941	
902.099609	
917.663574	
930.175781	
940.856934	
955.810547	
970.153809	
981.750488	
990.600586	
1000.061035	
1011.962891	
1025.390625	
1033.935547	
1037.597656	
1048.889160	
1054.382324	
1067.504883	
1081.237793	
1089.172363	
1094.360352	
1104.125977	
1109.924316	
1118.164063	
1128.234863	
1136.169434	
1122.436523	
1148.986816	
1157.531738	
1164.855957	
1170.349121	
1172.180176	
1177.062988	
1181.640625	
1187.438965	
1194.152832	
1200.256348	
1204.833984	
1209.106445	
1212.158203	
1170.349121	
1036.376953	
831.909180	
610.046387	
408.630371	
255.432129	
137.023926	
31.433105	
-61.645508	
-140.686035	
-205.993652	
-255.737305	
-294.494629	
-323.486328	
-347.290039	
-366.821289	
-380.554199	
-391.235352	
-399.475098	
-409.851074	
-420.227051	
-426.025391	
-426.940918	
-423.583984	
-421.447754	
-421.447754	
-421.752930	
-421.447754	
-419.921875	
-417.175293	
-418.090820	
-418.395996	
-418.090820	
-417.480469	
-414.733887	
-413.818359	
-411.987305	
-410.156250	
-407.104492	
-401.916504	
-399.169922	
-396.118164	
-393.371582	
-390.930176	
-384.216309	
-375.366211	
-367.126465	
-360.717773	
-354.919434	
-344.543457	
-333.862305	
-323.791504	
-316.467285	
-311.584473	
-305.480957	
-300.598145	
-293.884277	
-287.475586	
-281.066895	
-274.353027	
-266.113281	
-253.295898	
-243.225098	
-236.816406	
-228.271484	
-217.895508	
-204.772949	
-192.565918	
-182.800293	
-172.729492	
-161.437988	
-153.503418	
-146.484375	
-140.991211	
-137.329102	
-132.751465	
-123.901367	
-115.051270	
-104.980469	
-100.097656	
-97.045898	
-90.332031	
-81.176758	
-74.462891	
-68.359375	
-64.086914	
-61.645508	
-57.373047	
-51.879883	
-45.471191	
-39.367676	
-36.926270	
-32.043457	
-26.550293	
-21.667480	
-17.700195	
-14.038086	
-9.765625	
-5.187988	
-1.525879	
1.831055	
2.441406	
0.610352	
1.525879	
4.577637	
7.019043	
13.122559	
18.005371	
19.531250	
21.057129	
22.277832	
23.803711	
26.245117	
26.245117	
25.634766	
24.719238	
26.855469	
29.602051	
30.517578	
31.433105	
34.790039	
38.452148	
42.114258	
43.945313	
45.166016	
46.081543	
46.081543	
48.828125	
54.626465	
58.288574	
59.204102	
59.204102	
58.593750	
59.204102	
58.593750	
57.067871	
58.593750	
58.593750	
58.898926	
60.119629	
61.340332	
60.424805	
61.035156	
61.340332	
60.729980	
56.457520	
53.710938	
52.185059	
54.626465	
57.678223	
57.678223	
57.678223	
53.710938	
52.185059	
50.659180	
50.354004	
46.997070	
43.945313	
42.724609	
45.166016	
39.978027	
44.250488	
39.672852	
40.283203	
37.231445	
32.348633	
35.705566	
35.400391	
31.433105	
29.907227	
23.193359	
27.770996	
19.836426	
17.089844	
13.122559	
5.798340	
0.915527	
-1.220703	
-4.577637	
-9.765625	
-14.953613	
-18.310547	
-21.057129	
-25.024414	
-28.381348	
-31.127930	
-33.569336	
-36.621094	
-39.672852	
-43.029785	
-46.386719	
-52.185059	
-57.373047	
-60.119629	
-64.697266	
-64.086914	
-62.866211	
-65.612793	
-66.833496	
-69.885254	
-68.054199	
-71.716309	
-75.378418	
-74.462891	
-78.430176	
-78.735352	
-83.618164	
-83.618164	
-85.754395	
-88.500977	
-96.435547	
-96.435547	
-94.299316	
-103.149414	
-106.201172	
-106.506348	
-105.590820	
-107.421875	
-109.558105	
-110.168457	
-108.642578	
-107.727051	
-110.168457	
-115.661621	
-120.849609	
-126.647949	
-129.699707	
-131.225586	
